endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,,,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,,,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,cortisol,Cortisol Free [Mass/volume] in Serum or Plasma,LOINC:2145-1,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,,,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,,,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,cortisol,Cortisol Free [Mass/volume] in Serum or Plasma,LOINC:2145-1,increases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,decreases,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,glycogen synthesis is increased in the fed state and decreased in the fasted state,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,,,does,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,,,increases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,,,decreases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,increases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,,,,does,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,,,increases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,,,decreases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,increases,X conversion to Y,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,glycogen,,,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,glycogenolysis is increased by glucagon and in the fasted state,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,,,does,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,,,decreases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,,,increases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,increases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,,,,does,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,,,decreases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,,,increases,X conversion to Y,glycogen,,,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
